NAME,ADDRESS,CITY,STATE,ZIPCODE,LAT,LONG,STARS,REVIEW_COUNT,IS_OPEN,ACCEPTS_CREDITCARD,PRICE_RANGE,ALCOHOL,WIFI,DOGS_ALLOWED,WHEELCHAIR_ACCESS,APPOINTMENT_ONLY,CATEGORIES,CATEGORY1,TYPE,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,CATEGORY7,CATEGORY8,CATEGORY9,CATEGORY10,CATEGORY11,CATEGORY12,CATEGORY13,CATEGORY14,CATEGORY15,CATEGORY16,,,,,,,,
Dana's Bakery,720 N Homewood Ave,Pittsburgh,PA,15208,40.4561116,-79.8965418,4.5,5,1,,1,,,,,,"Food, Bakeries",Food,, Bakeries,,,,,,,,,,,,,,,,,,,,,,
Leena's Food Truck,,Pittsburgh,PA,,40.4406248,-79.9958864,4,5,1,TRUE,2,none,no,,,,"Food Trucks, Food, Restaurants, Mediterranean",Food Trucks,, Food, Restaurants, Mediterranean,,,,,,,,,,,,,,,,,,,,
Emilia's Garden,702 Gulf Lab Rd,Cheswick,PA,15024,40.5465099,-79.8204475,4.5,25,1,TRUE,2,none,no,,,,"American (New), Italian, Restaurants",American (New),, Italian, Restaurants,,,,,,,,,,,,,,,,,,,,,
Karlik Ophthalmology,1015 W View Park Dr,Pittsburgh,PA,15229,40.5166092,-80.0349296,2,4,1,,,,,,,TRUE,"Health & Medical, Optometrists",Health ,, Medical, Optometrists,,,,,,,,,,,,,,,,,,,,,
Old West Wash House,4950 Library Rd,Bethel Park,PA,15102,40.342664,-80.0270309,5,9,1,TRUE,2,,no,,,,"Dry Cleaning & Laundry, Laundry Services, Local Services",Dry Cleaning ,, Laundry, Laundry Services, Local Services,,,,,,,,,,,,,,,,,,,,
Express,1000 Ross Park Dr,Pittsburgh,PA,15237,40.54395369,-80.00884039,3.5,3,1,TRUE,2,,,,,,"Fashion, Men's Clothing, Women's Clothing, Accessories, Shopping",Fashion,, Men's Clothing, Women's Clothing, Accessories, Shopping,,,,,,,,,,,,,,,,,,,
Tiffany & Co,1000 Ross Park Mall Dr,Pittsburgh,PA,15237,40.5389691,-80.0077114,4,8,1,TRUE,3,,,,,FALSE,"Shopping, Jewelry",Shopping,, Jewelry,,,,,,,,,,,,,,,,,,,,,,
Tina's Hair Designs,"7051 Steubenville Pike, Ste I",Oakdale,PA,15071,40.443247,-80.1753439,2.5,3,1,,,,,,,,"Hair Salons, Beauty & Spas",Hair Salons,, Beauty , Spas,,,,,,,,,,,,,,,,,,,,,
Pfennig's Cleaners Inc,600 Foreland St,Pittsburgh,PA,15212,40.454859,-79.999162,4,4,0,FALSE,1,,no,,,,"Local Services, Dry Cleaning & Laundry, Laundry Services",Local Services,, Dry Cleaning , Laundry, Laundry Services,,,,,,,,,,,,,,,,,,,,
King Orthodontics,951 Penn Ave,Pittsburgh,PA,15222,40.444575,-79.996332,5,4,1,,,,,,,TRUE,"Orthodontists, Dentists, Health & Medical",Orthodontists,, Dentists, Health , Medical,,,,,,,,,,,,,,,,,,,,
Penn Station East Coast Subs,"1597 Washington Pike, Ste A837",Bridgeville,PA,15017,40.3826179,-80.0951259,4,13,1,TRUE,2,none,free,,,,"Fast Food, Sandwiches, Restaurants, American (Traditional)",Fast Food,, Sandwiches, Restaurants, American (Traditional),,,,,,,,,,,,,,,,,,,,
The Homewood Cemetery,1599 S Dallas Ave,Pittsburgh,PA,15217,40.44113061,-79.91243184,5,6,1,,,,,,,,"Funeral Services & Cemeteries, Local Services",Funeral Services ,, Cemeteries, Local Services,,,,,,,,,,,,,,,,,,,,,
Butler's Golf Course,800 Rock Run Rd,Elizabeth,PA,15037,40.2678354,-79.8125871,4,4,1,,,,,,,,"Restaurants, Active Life, Golf",Restaurants,, Active Life, Golf,,,,,,,,,,,,,,,,,,,,,
Sinners & Saints Tattoo,252 S Highland Ave,Pittsburgh,PA,15206,40.4586568,-79.9253372,4.5,6,1,TRUE,2,,,,,FALSE,"Adult Entertainment, Piercing, Shopping, Nightlife, Beauty & Spas, Tattoo, Personal Shopping",Adult Entertainment,, Piercing, Shopping, Nightlife, Beauty , Spas, Tattoo, Personal Shopping,,,,,,,,,,,,,,,,
Six Penn Kitchen,146 6th St,Pittsburgh,PA,15222,40.442799,-80.002503,3,302,0,TRUE,2,full_bar,no,,TRUE,,"Restaurants, American (New)",Restaurants,, American (New),,,,,,,,,,,,,,,,,,,,,,
Maiolatesi Wine Cellars,32 Cabernet Dr,Scott Township,PA,18447,41.505219,-75.616368,4,9,1,TRUE,2,,,,TRUE,FALSE,"Food, Wineries, Arts & Entertainment",Food,, Wineries, Arts , Entertainment,,,,,,,,,,,,,,,,,,,,
BoRics Hair Care,"312 Towne Square Way, Brentwood Towne Square",Pittsburgh,PA,15227,40.367083,-79.982454,3.5,3,1,TRUE,1,,,,,FALSE,"Hair Stylists, Beauty & Spas, Hair Salons, Barbers",Hair Stylists,, Beauty , Spas, Hair Salons, Barbers,,,,,,,,,,,,,,,,,,,
Owl Cleaners,100 Vip Dr,Wexford,PA,15090,40.6166996,-80.0928084,2.5,3,1,TRUE,3,,free,,,,"Local Services, Leather Goods, Fashion, Dry Cleaning & Laundry, Laundry Services, Shopping, Sewing & Alterations",Local Services,, Leather Goods, Fashion, Dry Cleaning , Laundry, Laundry Services, Shopping, Sewing , Alterations,,,,,,,,,,,,,,,
Starbucks,"4185 William Penn Hwy, Ste 1",Monroeville,PA,15146,40.43921,-79.762903,3.5,27,1,TRUE,2,,free,,TRUE,,"Food, Coffee & Tea",Food,, Coffee , Tea,,,,,,,,,,,,,,,,,,,,,
Social Status,"717 Liberty Ave, Ste 106",Pittsburgh,PA,15222,40.4427705,-79.9994015,3,7,1,TRUE,2,,,,,,"Shoe Stores, Men's Clothing, Shopping, Fashion",Shoe Stores,, Men's Clothing, Shopping, Fashion,,,,,,,,,,,,,,,,,,,,
Little Red Corvette,380 N Shore Dr,Pittsburgh,PA,15212,40.44570499,-80.01126755,3.5,6,1,TRUE,2,full_bar,,,,,"Nightlife, Bars",Nightlife,, Bars,,,,,,,,,,,,,,,,,,,,,,
Commonplace Coffee,1501 Buena Vista St,Pittsburgh,PA,15212,40.45704989,-80.01469877,4.5,64,1,TRUE,1,none,free,,,FALSE,"Coffee & Tea, Food",Coffee ,, Tea, Food,,,,,,,,,,,,,,,,,,,,,
N & T Nails,6091 Steubenville Pike,Mc Kees Rocks,PA,15136,40.4439064,-80.1462165,4,17,1,TRUE,2,,,,,FALSE,"Nail Salons, Beauty & Spas",Nail Salons,, Beauty , Spas,,,,,,,,,,,,,,,,,,,,,
Cure My Score,"1 Forsythe Rd, Ste 200",Presto,PA,15142,40.374823,-80.115598,5,3,1,,,,,,,,Financial Services,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,
Action Appliance Services,1315 Coraopolis Heights Rd,Moon Township,PA,15108,40.5169767,-80.2213477,1.5,6,1,TRUE,,,,,,,"Appliances & Repair, Local Services, Home Services",Appliances ,, Repair, Local Services, Home Services,,,,,,,,,,,,,,,,,,,,
Wexford Post Office Deli,120 Wexford Bayne Rd,Wexford,PA,15090,40.6258989,-80.056272,3.5,7,0,TRUE,2,,,,,,"Post Offices, Delis, Sandwiches, Public Services & Government, Restaurants, Caterers, Event Planning & Services",Post Offices,, Delis, Sandwiches, Public Services , Government, Restaurants, Caterers, Event Planning , Services,,,,,,,,,,,,,,,
Wendy's,4524 Browns Hill Rd,Pittsburgh,PA,15217,40.416731,-79.925176,1.5,16,1,TRUE,1,none,no,,,,"Restaurants, Fast Food, Burgers",Restaurants,, Fast Food, Burgers,,,,,,,,,,,,,,,,,,,,,
Owl Cleaners,"3000 Village Run Rd, Ste 101",Wexford,PA,15090,40.6337065,-80.0565854,2.5,3,1,TRUE,2,,,,,,"Local Services, Dry Cleaning & Laundry, Laundry Services, Shopping, Leather Goods, Sewing & Alterations, Fashion",Local Services,, Dry Cleaning , Laundry, Laundry Services, Shopping, Leather Goods, Sewing , Alterations, Fashion,,,,,,,,,,,,,,,
Allegheny Coffee & Tea Exchange,2005 Penn Ave,Pittsburgh,PA,15222,40.4513403,-79.9838608,4.5,81,1,TRUE,1,,no,,TRUE,,"Food, Coffee & Tea, Tea Rooms",Food,, Coffee , Tea, Tea Rooms,,,,,,,,,,,,,,,,,,,,
Kelly O's Diner,2400 Smallman St,Pittsburgh,PA,15222,40.4540188,-79.9812264,4,198,1,TRUE,1,none,no,,,,"Diners, Breakfast & Brunch, Restaurants",Diners,, Breakfast , Brunch, Restaurants,,,,,,,,,,,,,,,,,,,,
Palate Bistro,212 6th St,Pittsburgh,PA,15222,40.442334,-80.002066,3,3,0,,,,,,,,"French, Restaurants",French,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Leone's Pizza,713 Plum St,Oakmont,PA,15139,40.51208,-79.83674,5,3,1,TRUE,,,free,,,,"Food Delivery Services, Pizza, Food, Chicken Wings, Restaurants, Burgers, American (Traditional)",Food Delivery Services,, Pizza, Food, Chicken Wings, Restaurants, Burgers, American (Traditional),,,,,,,,,,,,,,,,,
Cafe Nikos,212 Shiloh St,Pittsburgh,PA,15211,40.430334,-80.0075678,3.5,11,1,FALSE,1,full_bar,,,,,"Bars, Nightlife",Bars,, Nightlife,,,,,,,,,,,,,,,,,,,,,,
Seven Eleven Penn Avenue,711 Penn Ave,Pittsburgh,PA,15222,40.443651,-79.999821,1.5,3,0,TRUE,1,,,,,,"Food, Convenience Stores",Food,, Convenience Stores,,,,,,,,,,,,,,,,,,,,,,
Tavern 245,245 Fourth Ave,Pittsburgh,PA,15222,40.439691,-80.0015484,3.5,54,0,TRUE,2,full_bar,free,FALSE,TRUE,,"American (New), Restaurants",American (New),, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Mario's Pizza,1000 Greentree Rd,Pittsburgh,PA,15220,40.4175931,-80.0455846,3,24,1,TRUE,2,none,no,FALSE,TRUE,,"Restaurants, Salad, Chicken Wings, Pizza, Italian",Restaurants,, Salad, Chicken Wings, Pizza, Italian,,,,,,,,,,,,,,,,,,,
Hair By Design,2503 Penn Ave,Pittsburgh,PA,15222,40.4541979,-79.9798858,5,6,1,TRUE,2,,,,TRUE,TRUE,"Beauty & Spas, Hair Salons, Barbers, Hair Stylists, Hair Removal",Beauty ,, Spas, Hair Salons, Barbers, Hair Stylists, Hair Removal,,,,,,,,,,,,,,,,,,
Hanlon's Cafe,961 Liberty Ave,Pittsburgh,PA,15222,40.4437435,-79.9958769,3,57,0,TRUE,1,none,no,,TRUE,,"American (Traditional), Restaurants",American (Traditional),, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Nails by Sang,"4143 Brownsville Rd, Ste 3",Pittsburgh,PA,15227,40.3651869,-79.9824694,3.5,7,1,,2,,,,,FALSE,"Nail Salons, Beauty & Spas",Nail Salons,, Beauty , Spas,,,,,,,,,,,,,,,,,,,,,
Toss't,218 5th Ave,Pittsburgh,PA,15222,40.4410836,-80.0013393,3.5,44,0,TRUE,2,none,,,,,"American (New), Restaurants, Salad",American (New),, Restaurants, Salad,,,,,,,,,,,,,,,,,,,,,
Keystone Basement Systems,205 31st St,McKeesport,PA,15132,40.3308356,-79.8445969,3.5,11,1,TRUE,,,,,,TRUE,"Contractors, Local Services, Waterproofing, Septic Services, Home Inspectors, Masonry/Concrete, Home Services",Contractors,, Local Services, Waterproofing, Septic Services, Home Inspectors, Masonry/Concrete, Home Services,,,,,,,,,,,,,,,,,
Domino's Pizza,1019 W View Park Dr,Pittsburgh,PA,15229,40.5166088,-80.0349393,2,19,1,TRUE,,,,,,,"Chicken Wings, Restaurants, Sandwiches, Pizza",Chicken Wings,, Restaurants, Sandwiches, Pizza,,,,,,,,,,,,,,,,,,,,
Shining Light,225 North Ave,Pittsburgh,PA,15209,40.481631,-79.974603,3.5,5,1,TRUE,,,,FALSE,FALSE,TRUE,"Specialty Schools, Special Education, Doulas, Education, Active Life, Health & Medical, Parenting Classes, Yoga, Fitness & Instruction",Specialty Schools,, Special Education, Doulas, Education, Active Life, Health , Medical, Parenting Classes, Yoga, Fitness , Instruction,,,,,,,,,,,,,
Salim's Middle Eastern Food Store,4705 Centre Ave,Pittsburgh,PA,15213,40.4527796,-79.9495128,4.5,48,1,TRUE,1,none,no,,TRUE,,"Ethnic Food, Delis, Restaurants, Imported Food, Specialty Food, Food",Ethnic Food,, Delis, Restaurants, Imported Food, Specialty Food, Food,,,,,,,,,,,,,,,,,,
Macy's,400 Fifth Ave,Pittsburgh,PA,15219,40.439839,-79.998247,3,26,0,TRUE,2,,,,TRUE,,"Shopping, Department Stores, Men's Clothing, Fashion, Shoe Stores, Women's Clothing",Shopping,, Department Stores, Men's Clothing, Fashion, Shoe Stores, Women's Clothing,,,,,,,,,,,,,,,,,,
Bowser Hyundai,1001 Clairton Blvd,Pittsburgh,PA,15025,40.3329736,-79.9456907,3,4,1,,,,,,,,"Car Dealers, Automotive",Car Dealers,, Automotive,,,,,,,,,,,,,,,,,,,,,,
Greenfield Grooming Salon,517 Greenfield Ave,Pittsburgh,PA,15207,40.4258227,-79.9418495,4,5,1,,,,,,,,"Pet Groomers, Pet Services, Pets",Pet Groomers,, Pet Services, Pets,,,,,,,,,,,,,,,,,,,,,
Rite Aid,1701 Duncan Ave,Allison Park,PA,15101,40.56739285,-79.99871651,4,4,1,TRUE,3,,,FALSE,,,"Shopping, Convenience Stores, Food, Drugstores",Shopping,, Convenience Stores, Food, Drugstores,,,,,,,,,,,,,,,,,,,,
Pizza Bellagio,254 Freeport Rd,Pittsburgh,PA,15238,40.4926429,-79.8630525,2,4,1,,,,,,,,"Pizza, Food, Food Delivery Services, Restaurants",Pizza,, Food, Food Delivery Services, Restaurants,,,,,,,,,,,,,,,,,,,,
Case Handlers,900 Saw Mill Run Blvd,Pittsburgh,PA,15220,40.426827,-80.023189,2.5,3,1,TRUE,2,,,,TRUE,,"Food, Beer, Wine & Spirits",Food,, Beer, Wine , Spirits,,,,,,,,,,,,,,,,,,,,
Officemax,665 Clairton Blvd,West Mifflin,PA,15236,40.3325657,-79.9448232,1.5,3,1,,,,,,,,"Office Equipment, Shopping",Office Equipment,, Shopping,,,,,,,,,,,,,,,,,,,,,,
Kwik-E-Mart,212 10th St,Pittsburgh,PA,15222,40.4439314,-79.9955471,2,3,1,FALSE,,,,,,,"Food, Grocery",Food,, Grocery,,,,,,,,,,,,,,,,,,,,,,
DiBella's Subs,16 Market Sq,Pittsburgh,PA,15222,40.4407459,-80.0017962,4,77,1,TRUE,1,none,free,,,,"Salad, Delis, Sandwiches, Restaurants",Salad,, Delis, Sandwiches, Restaurants,,,,,,,,,,,,,,,,,,,,
Umbrella Cafe,951 Liberty Ave,Pittsburgh,PA,15222,40.4434766,-79.9961047,4.5,66,0,TRUE,1,none,free,,,,"Cafes, Vegetarian, Food, Juice Bars & Smoothies, American (New), Restaurants, Bakeries",Cafes,, Vegetarian, Food, Juice Bars , Smoothies, American (New), Restaurants, Bakeries,,,,,,,,,,,,,,,,
Carter's Babies & Kids,"Waterfront Town Center, 222 West Bridge St",Homestead,PA,15120,40.40734214,-79.91702424,4,4,1,TRUE,2,,,,,,"Fashion, Children's Clothing, Shoe Stores, Accessories, Shopping",Fashion,, Children's Clothing, Shoe Stores, Accessories, Shopping,,,,,,,,,,,,,,,,,,,
The Alcove,"875 Greentree Rd, Bldg 4 Ste 106",Pittsburgh,PA,15220,40.42666851,-80.04064987,4.5,27,1,TRUE,1,none,free,,,,"Fast Food, Diners, Food, Sandwiches, Delis, American (Traditional), Breakfast & Brunch, Restaurants",Fast Food,, Diners, Food, Sandwiches, Delis, American (Traditional), Breakfast , Brunch, Restaurants,,,,,,,,,,,,,,,
Bigelow Grille,1 Bigelow Sq,Pittsburgh,PA,15219,40.4402749,-79.9950905,3,80,1,TRUE,2,full_bar,free,,TRUE,,"Restaurants, American (New)",Restaurants,, American (New),,,,,,,,,,,,,,,,,,,,,,
Taco Bell,6190 Steubenville Pike,McKees Rocks,PA,15136,40.44509,-80.149959,4,4,1,TRUE,1,,free,,,,"Restaurants, Tex-Mex, Fast Food, Mexican",Restaurants,, Tex-Mex, Fast Food, Mexican,,,,,,,,,,,,,,,,,,,,
Five Star Dentistry,1910 East Carson St,Pittsburgh,PA,15203,40.4284645,-79.9785898,5,3,1,TRUE,,,,,,TRUE,"Dentists, General Dentistry, Health & Medical",Dentists,, General Dentistry, Health , Medical,,,,,,,,,,,,,,,,,,,,
The Pickle Barrel,1301 E Carson St,Pittsburgh,PA,15203,40.4289636,-79.9851922,4,5,0,,1,none,,,,,"Burgers, Restaurants",Burgers,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Platinum Fitness Center,"Two Parkway Ctr, Ste 2",Pittsburgh,PA,15220,40.425682,-80.03972,3,3,1,,,,,,,,"Active Life, Beauty & Spas, Tanning Beds, Gyms, Spray Tanning, Tanning, Fitness & Instruction, Trainers",Active Life,, Beauty , Spas, Tanning Beds, Gyms, Spray Tanning, Tanning, Fitness , Instruction, Trainers,,,,,,,,,,,,,,
Bistro Penn,922 Penn Ave,Pittsburgh,PA,15222,40.4437926,-79.9971984,3,251,1,TRUE,2,full_bar,free,,TRUE,,"Beer Bar, Desserts, Restaurants, Pubs, American (New), Nightlife, Food, Bars, Belgian",Beer Bar,, Desserts, Restaurants, Pubs, American (New), Nightlife, Food, Bars, Belgian,,,,,,,,,,,,,,,
Adrian's Pizza,605 Thompson Run Rd,Pittsburgh,PA,15237,40.539465,-79.990764,3.5,19,1,TRUE,1,none,free,,FALSE,,"Food, Food Delivery Services, Restaurants, Sandwiches, Pizza",Food,, Food Delivery Services, Restaurants, Sandwiches, Pizza,,,,,,,,,,,,,,,,,,,
Subway,6500 Steubenville Pike,Pittsburgh,PA,15205,40.44930824,-80.15916313,2.5,3,1,,,,,,,,"Restaurants, Fast Food, Sandwiches",Restaurants,, Fast Food, Sandwiches,,,,,,,,,,,,,,,,,,,,,
Monro Muffler Brake & Service,91 Tarentum Bridge Rd,New Kensington,PA,15068,40.58936609,-79.75111037,3,4,1,,,,,,,,"Auto Repair, Automotive, Oil Change Stations, Tires",Auto Repair,, Automotive, Oil Change Stations, Tires,,,,,,,,,,,,,,,,,,,,
Lenzi's Restaurant,228 Gee St,Monongahela,PA,15063,40.1983548,-79.9204127,4.5,24,1,TRUE,2,none,no,,,,"Restaurants, Italian, Burgers, Sandwiches",Restaurants,, Italian, Burgers, Sandwiches,,,,,,,,,,,,,,,,,,,,
Mt Lebo Massage,"250 Mt Lebanon Blvd, Ste 418",Mt. Lebanon,PA,15234,40.36784649,-80.03701248,5,5,1,TRUE,,,,,TRUE,TRUE,"Massage Therapy, Health & Medical, Prenatal/Perinatal Care, Beauty & Spas, Massage",Massage Therapy,, Health , Medical, Prenatal/Perinatal Care, Beauty , Spas, Massage,,,,,,,,,,,,,,,,,
Da Vinci Pizzeria,1515 Washington Blvd,Port Vue,PA,15133,40.3341957,-79.879512,4.5,3,1,TRUE,1,none,free,,FALSE,,"Restaurants, Pizza",Restaurants,, Pizza,,,,,,,,,,,,,,,,,,,,,,
Grogan Brothers Moving Storage,"7253 Frankstown Ave, Ste 55",Pittsburgh,PA,15208,40.457187,-79.8942262,3.5,12,0,,,,,,,,"Home Services, Self Storage, Local Services, Movers",Home Services,, Self Storage, Local Services, Movers,,,,,,,,,,,,,,,,,,,,
Station Street Hot Dogs,6290 Broad St,Pittsburgh,PA,15206,40.460424,-79.919386,3.5,105,0,TRUE,1,none,no,,,,"Restaurants, Hot Dogs",Restaurants,, Hot Dogs,,,,,,,,,,,,,,,,,,,,,,
Tillie's Restaurant & Chantillie Lounge,308 36th St,McKeesport,PA,15132,40.3280064,-79.8399101,4,63,1,TRUE,2,full_bar,no,,,,"Pizza, Italian, Bars, Restaurants, Nightlife",Pizza,, Italian, Bars, Restaurants, Nightlife,,,,,,,,,,,,,,,,,,,
Denny's,7319 Mcknight Rd,Pittsburgh,PA,15237,40.53840104,-80.0120008,3,24,1,TRUE,1,none,free,,,,"Diners, Food, Restaurants, Coffee & Tea, Fast Food, American (Traditional), Breakfast & Brunch, Burgers",Diners,, Food, Restaurants, Coffee , Tea, Fast Food, American (Traditional), Breakfast , Brunch, Burgers,,,,,,,,,,,,,,
Yarns Unlimited,435 Beaver St,Sewickley,PA,15143,40.5407342,-80.1806048,4.5,3,1,,,,,,,,"Shopping, Arts & Crafts",Shopping,, Arts , Crafts,,,,,,,,,,,,,,,,,,,,,
Art's Tavern,2852 Penn Ave,Pittsburgh,PA,15222,40.4576468,-79.9741506,4,4,1,TRUE,2,full_bar,,,,,"Bars, Nightlife",Bars,, Nightlife,,,,,,,,,,,,,,,,,,,,,,
Giant Eagle,230 Rodi Rd,Pittsburgh,PA,15235,40.462393,-79.824129,1.5,6,1,TRUE,2,,,,,,"Grocery, Shopping, Food, Drugstores",Grocery,, Shopping, Food, Drugstores,,,,,,,,,,,,,,,,,,,,
The Barn Landscape Supply,3004 Babcock Blvd,Pittsburgh,PA,15237,40.5145803,-80.0066235,4,3,1,TRUE,,,,,,FALSE,"Shopping, Home Services, Landscaping, Nurseries & Gardening, Home & Garden",Shopping,, Home Services, Landscaping, Nurseries , Gardening, Home , Garden,,,,,,,,,,,,,,,,,
GFC Wellness Center,875 E Ingomar Rd,Allison Park,PA,15101,40.5924136,-80.0040982,4.5,8,1,TRUE,,,,,,TRUE,"Naturopathic/Holistic, Health & Medical, Chiropractors, Doctors",Naturopathic/Holistic,, Health , Medical, Chiropractors, Doctors,,,,,,,,,,,,,,,,,,,
Glens Frozen Custard,Leechburg Rd,Lower Burrell,PA,15068,40.59153885,-79.73166093,4,5,1,TRUE,1,,no,,,,"Ice Cream & Frozen Yogurt, Food",Ice Cream ,, Frozen Yogurt, Food,,,,,,,,,,,,,,,,,,,,,
Able Laundromaxx,4070 Beechwood Blvd,Pittsburgh,PA,15217,40.4273015,-79.9382801,2,5,1,,,,,,,,"Dry Cleaning & Laundry, Laundry Services, Local Services",Dry Cleaning ,, Laundry, Laundry Services, Local Services,,,,,,,,,,,,,,,,,,,,
Michael's Restaurant & Lounge,3052 Churchview Ave,Pittsburgh,PA,15227,40.3855547,-79.9674384,2,9,0,TRUE,3,full_bar,free,,,,"American (Traditional), Restaurants, Nightlife, Bars",American (Traditional),, Restaurants, Nightlife, Bars,,,,,,,,,,,,,,,,,,,,
La Casa,5884 Ellsworth Ave,Pittsburgh,PA,15232,40.457861,-79.9280308,2.5,48,0,TRUE,2,full_bar,no,,TRUE,,"Bars, Tapas Bars, Nightlife, Restaurants, Wine Bars",Bars,, Tapas Bars, Nightlife, Restaurants, Wine Bars,,,,,,,,,,,,,,,,,,,
Kohl's,4801 McKnight Rd,Pittsburgh,PA,15237,40.527379,-80.008031,4,9,1,TRUE,2,,,,,,"Fashion, Home & Garden, Shoe Stores, Furniture Stores, Men's Clothing, Shopping, Women's Clothing, Toy Stores, Department Stores",Fashion,, Home , Garden, Shoe Stores, Furniture Stores, Men's Clothing, Shopping, Women's Clothing, Toy Stores, Department Stores,,,,,,,,,,,,,,
Pizza Factory,7615 Saltsburg Rd,Pittsburgh,PA,15239,40.4763015,-79.7783826,2.5,7,1,TRUE,,,free,FALSE,TRUE,,"Sandwiches, American (Traditional), Pizza, Italian, Restaurants",Sandwiches,, American (Traditional), Pizza, Italian, Restaurants,,,,,,,,,,,,,,,,,,,
Gordon Shoes,112 W Bridge St,Homestead,PA,15120,40.4080253,-79.9160212,4,8,1,TRUE,2,,,,,,"Shoe Stores, Fashion, Shopping, Accessories",Shoe Stores,, Fashion, Shopping, Accessories,,,,,,,,,,,,,,,,,,,,
LaNova Pizzaria,1100 North Canal St,Pittsburgh,PA,15215,40.49510572,-79.93094511,3.5,5,1,,,,,,,,"Food, Food Delivery Services, Restaurants, Pizza",Food,, Food Delivery Services, Restaurants, Pizza,,,,,,,,,,,,,,,,,,,,
The Real McCoy Sandwich Shop,1301 E Carson St,Pittsburgh,PA,15203,40.4290603,-79.9852082,4,14,0,TRUE,1,none,free,FALSE,TRUE,,"Caterers, Restaurants, Event Planning & Services, Delis, Sandwiches",Caterers,, Restaurants, Event Planning , Services, Delis, Sandwiches,,,,,,,,,,,,,,,,,,
Greentree Hardware,1079 Greentree Rd,Pittsburgh,PA,15220,40.4114165,-80.0457313,4,3,0,TRUE,1,,,,TRUE,,"Hardware Stores, Shopping, Home & Garden",Hardware Stores,, Shopping, Home , Garden,,,,,,,,,,,,,,,,,,,,
Showcase Pizza,109 Curry Hollow Rd,Pittsburgh,PA,15236,40.3398763,-79.9675504,3.5,7,1,TRUE,1,none,,,,,"Restaurants, Pizza",Restaurants,, Pizza,,,,,,,,,,,,,,,,,,,,,,
Blue Horse Coffee,1535 Washington Rd,Pittsburgh,PA,15228,40.3560807,-80.0503427,4.5,11,0,TRUE,2,,free,,TRUE,,"Coffee & Tea, Food",Coffee ,, Tea, Food,,,,,,,,,,,,,,,,,,,,,
Crazy Mocha,2729 E Carson St,Pittsburgh,PA,15203,40.4268467,-79.9665833,4,8,1,TRUE,1,,free,,,,"Coffee & Tea, Food",Coffee ,, Tea, Food,,,,,,,,,,,,,,,,,,,,,
Jimmy Tsang's Chinese Restaurant,5700 Centre Ave,Pittsburgh,PA,15206,40.4571291,-79.9334864,3,11,0,TRUE,2,full_bar,,,TRUE,,"Restaurants, Chinese",Restaurants,, Chinese,,,,,,,,,,,,,,,,,,,,,,
Chick-fil-A,"3075 Clairton Rd, Ste 656",West Mifflin,PA,15123,40.338003,-79.943671,3.5,3,0,TRUE,,,,,,,"Chicken Wings, Fast Food, Restaurants",Chicken Wings,, Fast Food, Restaurants,,,,,,,,,,,,,,,,,,,,,
One Point One Yoga,4929 Penn Ave,Pittsburgh,PA,15224,40.4651543,-79.9441174,5,3,1,TRUE,,,,,TRUE,FALSE,"Active Life, Fitness & Instruction, Yoga",Active Life,, Fitness , Instruction, Yoga,,,,,,,,,,,,,,,,,,,,
Greentree Auto Body,301 Noblestown Rd,Carnegie,PA,15106,40.4134215,-80.075045,1,3,1,,,,,,,,"Automotive, Body Shops",Automotive,, Body Shops,,,,,,,,,,,,,,,,,,,,,,
GNC,2777 E Carson St,Pittsburgh,PA,15203,40.4264648,-79.965659,4,3,1,TRUE,2,,,,,,"Shopping, Vitamins & Supplements, Specialty Food, Health Markets, Health & Medical, Food",Shopping,, Vitamins , Supplements, Specialty Food, Health Markets, Health , Medical, Food,,,,,,,,,,,,,,,,
Jos. A. Bank,"1000 Ross Park Mall Dr, Ste D",Pittsburgh,PA,15237,40.54192507,-80.00816082,1,3,1,TRUE,3,,,,,,"Plus Size Fashion, Men's Clothing, Fashion, Shopping, Formal Wear",Plus Size Fashion,, Men's Clothing, Fashion, Shopping, Formal Wear,,,,,,,,,,,,,,,,,,,
Grago Lawn Care,,Sewickley,PA,15143,40.541216,-80.18161,5,5,1,TRUE,,,,,,,"Shopping, Landscaping, Local Services, Snow Removal, Home Services, Home & Garden, Real Estate, Property Management",Shopping,, Landscaping, Local Services, Snow Removal, Home Services, Home , Garden, Real Estate, Property Management,,,,,,,,,,,,,,,
Portofino's Pizza & Pasta,3307 Saw Mill Run Blvd,Pittsburgh,PA,15227,40.3750112,-79.9829582,3,24,1,TRUE,2,none,,FALSE,TRUE,,"Restaurants, Pizza",Restaurants,, Pizza,,,,,,,,,,,,,,,,,,,,,,
Bellevue Dog Woods,302 Bellevue Rd,Pittsburgh,PA,15229,40.5064186,-80.03965763,3,3,1,,,,,,,,"Parks, Active Life, Dog Parks",Parks,, Active Life, Dog Parks,,,,,,,,,,,,,,,,,,,,,
